"MeshBlock","Count","AreaUnit","TerritorialAuthority","DHB"
1800400,0,"Awapuni North","Palmerston North City","MidCentral"
1800502,2,"Awapuni West","Palmerston North City","MidCentral"
1800503,0,"Awapuni West","Palmerston North City","MidCentral"
1800505,0,"Awapuni West","Palmerston North City","MidCentral"
1800506,0,"Awapuni West","Palmerston North City","MidCentral"
1800600,0,"Awapuni North","Palmerston North City","MidCentral"
1800800,0,"Awapuni North","Palmerston North City","MidCentral"
1800900,0,"Awapuni North","Palmerston North City","MidCentral"
1801000,0,"Awapuni North","Palmerston North City","MidCentral"
1801100,0,"Awapuni North","Palmerston North City","MidCentral"
1801200,0,"Awapuni North","Palmerston North City","MidCentral"
1801300,0,"Awapuni North","Palmerston North City","MidCentral"
1801400,0,"Awapuni North","Palmerston North City","MidCentral"
1801500,1,"Awapuni North","Palmerston North City","MidCentral"
1801600,0,"Awapuni North","Palmerston North City","MidCentral"
1801700,0,"Awapuni North","Palmerston North City","MidCentral"
1801800,0,"Awapuni North","Palmerston North City","MidCentral"
1802000,1,"Awapuni North","Palmerston North City","MidCentral"
1802100,0,"Awapuni North","Palmerston North City","MidCentral"
1802200,0,"Awapuni North","Palmerston North City","MidCentral"
1802300,0,"Awapuni North","Palmerston North City","MidCentral"
1802400,0,"Awapuni North","Palmerston North City","MidCentral"
1802600,0,"Awapuni North","Palmerston North City","MidCentral"
1802701,0,"Awapuni North","Palmerston North City","MidCentral"
1802702,0,"Awapuni North","Palmerston North City","MidCentral"
1803100,1,"Awapuni North","Palmerston North City","MidCentral"
1803200,0,"Awapuni West","Palmerston North City","MidCentral"
1803300,0,"Awapuni South","Palmerston North City","MidCentral"
1803400,0,"Awapuni South","Palmerston North City","MidCentral"
1803500,0,"Awapuni South","Palmerston North City","MidCentral"
1803600,0,"Awapuni South","Palmerston North City","MidCentral"
1803700,0,"Awapuni South","Palmerston North City","MidCentral"
1803900,0,"Awapuni South","Palmerston North City","MidCentral"
1804000,0,"Awapuni South","Palmerston North City","MidCentral"
1804100,1,"Awapuni South","Palmerston North City","MidCentral"
1804200,0,"Awapuni South","Palmerston North City","MidCentral"
1804300,0,"Awapuni South","Palmerston North City","MidCentral"
1804500,0,"Awapuni South","Palmerston North City","MidCentral"
1804600,0,"Awapuni South","Palmerston North City","MidCentral"
1804700,0,"Awapuni South","Palmerston North City","MidCentral"
1804802,0,"Awapuni South","Palmerston North City","MidCentral"
1804901,0,"Awapuni South","Palmerston North City","MidCentral"
1804902,0,"Awapuni South","Palmerston North City","MidCentral"
1805000,0,"Awapuni South","Palmerston North City","MidCentral"
1805100,0,"Awapuni South","Palmerston North City","MidCentral"
1805200,0,"Awapuni South","Palmerston North City","MidCentral"
1805300,0,"Awapuni South","Palmerston North City","MidCentral"
1805500,0,"Awapuni South","Palmerston North City","MidCentral"
1805601,0,"Awapuni West","Palmerston North City","MidCentral"
1805602,0,"Awapuni West","Palmerston North City","MidCentral"
1805800,0,"West End","Palmerston North City","MidCentral"
1805900,1,"West End","Palmerston North City","MidCentral"
1806000,3,"West End","Palmerston North City","MidCentral"
1806100,0,"West End","Palmerston North City","MidCentral"
1806200,0,"West End","Palmerston North City","MidCentral"
1806300,0,"West End","Palmerston North City","MidCentral"
1806400,0,"West End","Palmerston North City","MidCentral"
1806500,0,"West End","Palmerston North City","MidCentral"
1806600,1,"West End","Palmerston North City","MidCentral"
1806700,0,"West End","Palmerston North City","MidCentral"
1806800,0,"West End","Palmerston North City","MidCentral"
1806901,0,"West End","Palmerston North City","MidCentral"
1806903,0,"West End","Palmerston North City","MidCentral"
1807000,0,"West End","Palmerston North City","MidCentral"
1807100,0,"West End","Palmerston North City","MidCentral"
1807200,0,"West End","Palmerston North City","MidCentral"
1807300,0,"West End","Palmerston North City","MidCentral"
1807400,0,"West End","Palmerston North City","MidCentral"
1807500,0,"West End","Palmerston North City","MidCentral"
1807600,0,"West End","Palmerston North City","MidCentral"
1807800,0,"West End","Palmerston North City","MidCentral"
1807900,0,"West End","Palmerston North City","MidCentral"
1808000,0,"West End","Palmerston North City","MidCentral"
1808100,0,"West End","Palmerston North City","MidCentral"
1808200,0,"West End","Palmerston North City","MidCentral"
1808300,0,"West End","Palmerston North City","MidCentral"
1808600,0,"West End","Palmerston North City","MidCentral"
1808700,0,"West End","Palmerston North City","MidCentral"
1808800,0,"West End","Palmerston North City","MidCentral"
1808900,0,"West End","Palmerston North City","MidCentral"
1809000,0,"West End","Palmerston North City","MidCentral"
1809100,0,"West End","Palmerston North City","MidCentral"
1809200,0,"West End","Palmerston North City","MidCentral"
1809300,0,"West End","Palmerston North City","MidCentral"
1809400,1,"West End","Palmerston North City","MidCentral"
1809500,0,"West End","Palmerston North City","MidCentral"
1809600,0,"Hokowhitu West","Palmerston North City","MidCentral"
1809700,0,"Hokowhitu West","Palmerston North City","MidCentral"
1809800,2,"Hokowhitu West","Palmerston North City","MidCentral"
1809900,0,"Hokowhitu West","Palmerston North City","MidCentral"
1810000,2,"Hokowhitu West","Palmerston North City","MidCentral"
1810100,0,"Hokowhitu West","Palmerston North City","MidCentral"
1810200,0,"Hokowhitu West","Palmerston North City","MidCentral"
1810300,0,"Hokowhitu West","Palmerston North City","MidCentral"
1810400,1,"Hokowhitu West","Palmerston North City","MidCentral"
1810500,0,"Hokowhitu West","Palmerston North City","MidCentral"
1810601,0,"Hokowhitu West","Palmerston North City","MidCentral"
1810700,1,"Hokowhitu West","Palmerston North City","MidCentral"
1810800,0,"Hokowhitu West","Palmerston North City","MidCentral"
1810900,0,"Hokowhitu West","Palmerston North City","MidCentral"
1811000,0,"Hokowhitu West","Palmerston North City","MidCentral"
1811200,0,"Hokowhitu West","Palmerston North City","MidCentral"
1811300,0,"Hokowhitu West","Palmerston North City","MidCentral"
1811400,0,"Hokowhitu West","Palmerston North City","MidCentral"
1811500,0,"Hokowhitu West","Palmerston North City","MidCentral"
1811600,0,"Hokowhitu West","Palmerston North City","MidCentral"
1811700,0,"Hokowhitu West","Palmerston North City","MidCentral"
1811800,0,"Hokowhitu West","Palmerston North City","MidCentral"
1812000,0,"Hokowhitu Lagoon","Palmerston North City","MidCentral"
1812100,0,"Hokowhitu West","Palmerston North City","MidCentral"
1812200,1,"Hokowhitu West","Palmerston North City","MidCentral"
1812300,0,"Hokowhitu West","Palmerston North City","MidCentral"
1812400,0,"Hokowhitu West","Palmerston North City","MidCentral"
1812600,0,"Hokowhitu West","Palmerston North City","MidCentral"
1812700,0,"Hokowhitu Lagoon","Palmerston North City","MidCentral"
1812800,0,"Hokowhitu Lagoon","Palmerston North City","MidCentral"
1812901,0,"Hokowhitu Lagoon","Palmerston North City","MidCentral"
1812902,0,"Hokowhitu Lagoon","Palmerston North City","MidCentral"
1813000,1,"Hokowhitu Lagoon","Palmerston North City","MidCentral"
1813100,0,"Hokowhitu Lagoon","Palmerston North City","MidCentral"
1813300,0,"Hokowhitu Lagoon","Palmerston North City","MidCentral"
1813400,0,"Hokowhitu Lagoon","Palmerston North City","MidCentral"
1813500,0,"Hokowhitu Lagoon","Palmerston North City","MidCentral"
1814000,0,"Aokautere","Palmerston North City","MidCentral"
1814203,0,"Aokautere","Palmerston North City","MidCentral"
1814204,0,"Aokautere","Palmerston North City","MidCentral"
1814301,0,"Aokautere","Palmerston North City","MidCentral"
1814302,0,"Aokautere","Palmerston North City","MidCentral"
1814303,0,"Aokautere","Palmerston North City","MidCentral"
1814400,0,"Aokautere","Palmerston North City","MidCentral"
1815200,0,"Aokautere","Palmerston North City","MidCentral"
1815300,1,"Cloverlea","Palmerston North City","MidCentral"
1815400,0,"Cloverlea","Palmerston North City","MidCentral"
1815800,0,"Highbury","Palmerston North City","MidCentral"
1815900,0,"Westbrook","Palmerston North City","MidCentral"
1816000,0,"Westbrook","Palmerston North City","MidCentral"
1816100,0,"Westbrook","Palmerston North City","MidCentral"
1816200,0,"Westbrook","Palmerston North City","MidCentral"
1816302,0,"Westbrook","Palmerston North City","MidCentral"
1816303,0,"Westbrook","Palmerston North City","MidCentral"
1816304,0,"Westbrook","Palmerston North City","MidCentral"
1816400,0,"Westbrook","Palmerston North City","MidCentral"
1816600,0,"Westbrook","Palmerston North City","MidCentral"
1816700,0,"Westbrook","Palmerston North City","MidCentral"
1816800,0,"Highbury","Palmerston North City","MidCentral"
1816900,0,"Highbury","Palmerston North City","MidCentral"
1817002,0,"Westbrook","Palmerston North City","MidCentral"
1817003,0,"Westbrook","Palmerston North City","MidCentral"
1817101,0,"Westbrook","Palmerston North City","MidCentral"
1817102,0,"Westbrook","Palmerston North City","MidCentral"
1817103,0,"Westbrook","Palmerston North City","MidCentral"
1817200,0,"Highbury","Palmerston North City","MidCentral"
1817300,0,"Highbury","Palmerston North City","MidCentral"
1817400,1,"Highbury","Palmerston North City","MidCentral"
1817500,0,"Highbury","Palmerston North City","MidCentral"
1817600,0,"Highbury","Palmerston North City","MidCentral"
1817700,0,"Highbury","Palmerston North City","MidCentral"
1817900,0,"Highbury","Palmerston North City","MidCentral"
1818000,0,"Highbury","Palmerston North City","MidCentral"
1818100,0,"Highbury","Palmerston North City","MidCentral"
1818300,1,"Highbury","Palmerston North City","MidCentral"
1818400,0,"Highbury","Palmerston North City","MidCentral"
1818500,0,"Highbury","Palmerston North City","MidCentral"
1818600,0,"Highbury","Palmerston North City","MidCentral"
1818700,0,"Highbury","Palmerston North City","MidCentral"
1818800,1,"Highbury","Palmerston North City","MidCentral"
1818900,0,"Highbury","Palmerston North City","MidCentral"
1819000,0,"Highbury","Palmerston North City","MidCentral"
1819100,0,"Highbury","Palmerston North City","MidCentral"
1819200,0,"Highbury","Palmerston North City","MidCentral"
1819301,0,"Westbrook","Palmerston North City","MidCentral"
1819303,0,"Westbrook","Palmerston North City","MidCentral"
1819304,0,"Westbrook","Palmerston North City","MidCentral"
1819306,0,"Westbrook","Palmerston North City","MidCentral"
1819308,0,"Westbrook","Palmerston North City","MidCentral"
1819400,0,"Highbury","Palmerston North City","MidCentral"
1819503,0,"Westbrook","Palmerston North City","MidCentral"
1819504,0,"Westbrook","Palmerston North City","MidCentral"
1819505,0,"Westbrook","Palmerston North City","MidCentral"
1819506,0,"Westbrook","Palmerston North City","MidCentral"
1819600,0,"Highbury","Palmerston North City","MidCentral"
1819700,0,"Highbury","Palmerston North City","MidCentral"
1819900,0,"Highbury","Palmerston North City","MidCentral"
1820000,0,"Highbury","Palmerston North City","MidCentral"
1820100,0,"Highbury","Palmerston North City","MidCentral"
1820200,0,"Highbury","Palmerston North City","MidCentral"
1820300,0,"Highbury","Palmerston North City","MidCentral"
1820400,0,"Highbury","Palmerston North City","MidCentral"
1820500,0,"Highbury","Palmerston North City","MidCentral"
1820600,0,"Cloverlea","Palmerston North City","MidCentral"
1820700,0,"Cloverlea","Palmerston North City","MidCentral"
1820801,0,"Cloverlea","Palmerston North City","MidCentral"
1820802,0,"Cloverlea","Palmerston North City","MidCentral"
1820900,1,"Cloverlea","Palmerston North City","MidCentral"
1821000,0,"Cloverlea","Palmerston North City","MidCentral"
1821100,0,"Cloverlea","Palmerston North City","MidCentral"
1821200,0,"Cloverlea","Palmerston North City","MidCentral"
1821301,0,"Cloverlea","Palmerston North City","MidCentral"
1821302,0,"Cloverlea","Palmerston North City","MidCentral"
1821303,0,"Cloverlea","Palmerston North City","MidCentral"
1821400,0,"Cloverlea","Palmerston North City","MidCentral"
1821600,0,"Cloverlea","Palmerston North City","MidCentral"
1821700,0,"Cloverlea","Palmerston North City","MidCentral"
1821800,0,"Takaro","Palmerston North City","MidCentral"
1821900,0,"Takaro","Palmerston North City","MidCentral"
1822000,0,"Takaro","Palmerston North City","MidCentral"
1822102,0,"Takaro","Palmerston North City","MidCentral"
1822200,0,"Takaro","Palmerston North City","MidCentral"
1822300,2,"Takaro","Palmerston North City","MidCentral"
1822400,0,"Takaro","Palmerston North City","MidCentral"
1822500,0,"Takaro","Palmerston North City","MidCentral"
1822600,1,"Takaro","Palmerston North City","MidCentral"
1822700,0,"Takaro","Palmerston North City","MidCentral"
1822800,1,"Takaro","Palmerston North City","MidCentral"
1822900,0,"Takaro","Palmerston North City","MidCentral"
1823000,0,"Takaro","Palmerston North City","MidCentral"
1823100,0,"Takaro","Palmerston North City","MidCentral"
1823200,0,"Takaro","Palmerston North City","MidCentral"
1823300,0,"Takaro","Palmerston North City","MidCentral"
1823400,0,"Takaro","Palmerston North City","MidCentral"
1823500,0,"Takaro","Palmerston North City","MidCentral"
1823600,0,"Takaro","Palmerston North City","MidCentral"
1823700,0,"Takaro","Palmerston North City","MidCentral"
1823800,0,"Takaro","Palmerston North City","MidCentral"
1823900,0,"Takaro","Palmerston North City","MidCentral"
1824000,0,"Takaro","Palmerston North City","MidCentral"
1824200,0,"Takaro","Palmerston North City","MidCentral"
1824300,0,"Takaro","Palmerston North City","MidCentral"
1824400,0,"Takaro","Palmerston North City","MidCentral"
1824500,0,"Takaro","Palmerston North City","MidCentral"
1824600,1,"Takaro","Palmerston North City","MidCentral"
1824700,0,"Takaro","Palmerston North City","MidCentral"
1824800,1,"Takaro","Palmerston North City","MidCentral"
1824900,0,"Takaro","Palmerston North City","MidCentral"
1825000,0,"Takaro","Palmerston North City","MidCentral"
1825100,0,"Takaro","Palmerston North City","MidCentral"
1825200,0,"Takaro","Palmerston North City","MidCentral"
1825300,2,"Takaro","Palmerston North City","MidCentral"
1825400,1,"Takaro","Palmerston North City","MidCentral"
1825500,0,"Takaro","Palmerston North City","MidCentral"
1825600,0,"Takaro","Palmerston North City","MidCentral"
1825700,0,"Takaro","Palmerston North City","MidCentral"
1825800,0,"Takaro","Palmerston North City","MidCentral"
1825900,0,"Takaro","Palmerston North City","MidCentral"
1826100,0,"Takaro","Palmerston North City","MidCentral"
1826200,1,"Takaro","Palmerston North City","MidCentral"
1826301,0,"Takaro","Palmerston North City","MidCentral"
1826302,0,"Takaro","Palmerston North City","MidCentral"
1826400,0,"Takaro","Palmerston North City","MidCentral"
1826500,0,"Takaro","Palmerston North City","MidCentral"
1826600,0,"Takaro","Palmerston North City","MidCentral"
1826700,1,"Palmerston North Central","Palmerston North City","MidCentral"
1826800,1,"Palmerston North Central","Palmerston North City","MidCentral"
1826900,0,"Palmerston North Central","Palmerston North City","MidCentral"
1827000,0,"Palmerston North Central","Palmerston North City","MidCentral"
1827100,0,"Palmerston North Central","Palmerston North City","MidCentral"
1827300,0,"Palmerston North Central","Palmerston North City","MidCentral"
1827400,0,"Palmerston North Central","Palmerston North City","MidCentral"
1827500,0,"Palmerston North Central","Palmerston North City","MidCentral"
1827700,1,"Palmerston North Central","Palmerston North City","MidCentral"
1827800,0,"Palmerston North Central","Palmerston North City","MidCentral"
1827900,0,"Palmerston North Central","Palmerston North City","MidCentral"
1828100,0,"Palmerston North Central","Palmerston North City","MidCentral"
1828200,2,"Palmerston North Central","Palmerston North City","MidCentral"
1828300,0,"Palmerston North Central","Palmerston North City","MidCentral"
1828400,0,"Palmerston North Central","Palmerston North City","MidCentral"
1828500,0,"Palmerston North Central","Palmerston North City","MidCentral"
1828600,0,"Palmerston North Central","Palmerston North City","MidCentral"
1828700,1,"Palmerston North Central","Palmerston North City","MidCentral"
1828800,0,"Palmerston North Central","Palmerston North City","MidCentral"
1828900,0,"Palmerston North Central","Palmerston North City","MidCentral"
1829000,0,"Palmerston North Central","Palmerston North City","MidCentral"
1829100,0,"Palmerston North Central","Palmerston North City","MidCentral"
1829200,0,"Palmerston North Central","Palmerston North City","MidCentral"
1829300,0,"Palmerston North Central","Palmerston North City","MidCentral"
1829400,0,"Palmerston North Central","Palmerston North City","MidCentral"
1829600,0,"Palmerston North Central","Palmerston North City","MidCentral"
1829700,0,"Palmerston North Central","Palmerston North City","MidCentral"
1829800,1,"Palmerston North Central","Palmerston North City","MidCentral"
1829900,0,"Palmerston North Central","Palmerston North City","MidCentral"
1830000,1,"Palmerston North Central","Palmerston North City","MidCentral"
1830100,0,"Palmerston North Central","Palmerston North City","MidCentral"
1830200,0,"Palmerston North Central","Palmerston North City","MidCentral"
1830300,0,"Palmerston North Central","Palmerston North City","MidCentral"
1830500,1,"Palmerston North Central","Palmerston North City","MidCentral"
1830600,0,"Palmerston North Central","Palmerston North City","MidCentral"
1830700,0,"Palmerston North Central","Palmerston North City","MidCentral"
1830800,0,"Palmerston North Central","Palmerston North City","MidCentral"
1830900,0,"Palmerston North Central","Palmerston North City","MidCentral"
1831000,1,"Palmerston North Central","Palmerston North City","MidCentral"
1831100,0,"Palmerston North Central","Palmerston North City","MidCentral"
1831300,1,"Palmerston North Central","Palmerston North City","MidCentral"
1831400,0,"Palmerston North Central","Palmerston North City","MidCentral"
1831500,0,"Palmerston North Central","Palmerston North City","MidCentral"
1831600,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1831700,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1831800,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1831900,1,"Palmerston North Hospital","Palmerston North City","MidCentral"
1832000,1,"Palmerston North Hospital","Palmerston North City","MidCentral"
1832100,1,"Palmerston North Hospital","Palmerston North City","MidCentral"
1832200,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1832300,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1832400,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1832500,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1832600,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1832800,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1832900,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1833000,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1833100,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1833200,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1833300,1,"Palmerston North Hospital","Palmerston North City","MidCentral"
1833401,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1833402,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1833500,1,"Palmerston North Hospital","Palmerston North City","MidCentral"
1833600,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1833700,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1833800,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1833900,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1834100,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1834200,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1834400,0,"Palmerston North Hospital","Palmerston North City","MidCentral"
1834500,1,"Papaeoia","Palmerston North City","MidCentral"
1834600,1,"Papaeoia","Palmerston North City","MidCentral"
1834800,0,"Papaeoia","Palmerston North City","MidCentral"
1834900,0,"Papaeoia","Palmerston North City","MidCentral"
1835000,2,"Papaeoia","Palmerston North City","MidCentral"
1835100,0,"Papaeoia","Palmerston North City","MidCentral"
1835200,0,"Papaeoia","Palmerston North City","MidCentral"
1835300,0,"Papaeoia","Palmerston North City","MidCentral"
1835400,0,"Papaeoia","Palmerston North City","MidCentral"
1835500,0,"Papaeoia","Palmerston North City","MidCentral"
1835600,1,"Papaeoia","Palmerston North City","MidCentral"
1835700,0,"Papaeoia","Palmerston North City","MidCentral"
1835800,0,"Papaeoia","Palmerston North City","MidCentral"
1835900,0,"Papaeoia","Palmerston North City","MidCentral"
1836000,0,"Papaeoia","Palmerston North City","MidCentral"
1836100,0,"Papaeoia","Palmerston North City","MidCentral"
1836200,0,"Papaeoia","Palmerston North City","MidCentral"
1836300,0,"Papaeoia","Palmerston North City","MidCentral"
1836400,0,"Papaeoia","Palmerston North City","MidCentral"
1836500,0,"Papaeoia","Palmerston North City","MidCentral"
1836600,1,"Papaeoia","Palmerston North City","MidCentral"
1836700,0,"Papaeoia","Palmerston North City","MidCentral"
1836800,0,"Milson","Palmerston North City","MidCentral"
1836900,0,"Milson","Palmerston North City","MidCentral"
1837000,0,"Milson","Palmerston North City","MidCentral"
1837100,0,"Milson","Palmerston North City","MidCentral"
1837200,0,"Milson","Palmerston North City","MidCentral"
1837300,0,"Milson","Palmerston North City","MidCentral"
1837401,0,"Milson","Palmerston North City","MidCentral"
1837402,0,"Milson","Palmerston North City","MidCentral"
1837403,0,"Milson","Palmerston North City","MidCentral"
1837404,1,"Milson","Palmerston North City","MidCentral"
1837501,0,"Milson","Palmerston North City","MidCentral"
1837502,0,"Milson","Palmerston North City","MidCentral"
1837604,0,"Milson","Palmerston North City","MidCentral"
1837700,0,"Milson","Palmerston North City","MidCentral"
1837800,0,"Milson","Palmerston North City","MidCentral"
1837903,0,"Milson","Palmerston North City","MidCentral"
1837905,0,"Milson","Palmerston North City","MidCentral"
1838001,0,"Milson","Palmerston North City","MidCentral"
1838002,0,"Milson","Palmerston North City","MidCentral"
1838103,0,"Milson","Palmerston North City","MidCentral"
1838104,0,"Milson","Palmerston North City","MidCentral"
1838201,1,"Milson","Palmerston North City","MidCentral"
1838202,0,"Milson","Palmerston North City","MidCentral"
1838301,0,"Milson","Palmerston North City","MidCentral"
1838302,1,"Milson","Palmerston North City","MidCentral"
1838303,0,"Milson","Palmerston North City","MidCentral"
1838402,1,"Milson","Palmerston North City","MidCentral"
1838500,0,"Milson","Palmerston North City","MidCentral"
1838600,0,"Milson","Palmerston North City","MidCentral"
1838700,0,"Milson","Palmerston North City","MidCentral"
1838800,0,"Milson","Palmerston North City","MidCentral"
1838900,0,"Milson","Palmerston North City","MidCentral"
1839000,1,"Kelvin Grove","Palmerston North City","MidCentral"
1839101,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839102,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839103,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839200,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839300,1,"Kelvin Grove","Palmerston North City","MidCentral"
1839401,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839404,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839405,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839503,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839505,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839506,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839510,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839511,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839513,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839514,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839515,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839516,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839517,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839518,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839600,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839702,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839802,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839806,1,"Kelvin Grove","Palmerston North City","MidCentral"
1839808,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839809,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839814,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839815,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839816,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839824,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839825,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839826,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839829,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839830,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839832,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839835,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839906,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839907,0,"Kelvin Grove","Palmerston North City","MidCentral"
1839908,0,"Kelvin Grove","Palmerston North City","MidCentral"
1840100,0,"Roslyn","Palmerston North City","MidCentral"
1840201,0,"Roslyn","Palmerston North City","MidCentral"
1840202,0,"Roslyn","Palmerston North City","MidCentral"
1840301,0,"Roslyn","Palmerston North City","MidCentral"
1840302,0,"Roslyn","Palmerston North City","MidCentral"
1840303,0,"Roslyn","Palmerston North City","MidCentral"
1840402,0,"Roslyn","Palmerston North City","MidCentral"
1840404,0,"Roslyn","Palmerston North City","MidCentral"
1840405,0,"Roslyn","Palmerston North City","MidCentral"
1840501,0,"Roslyn","Palmerston North City","MidCentral"
1840503,0,"Roslyn","Palmerston North City","MidCentral"
1840504,0,"Roslyn","Palmerston North City","MidCentral"
1840603,0,"Roslyn","Palmerston North City","MidCentral"
1840700,0,"Roslyn","Palmerston North City","MidCentral"
1840800,2,"Roslyn","Palmerston North City","MidCentral"
1840900,0,"Roslyn","Palmerston North City","MidCentral"
1841000,0,"Roslyn","Palmerston North City","MidCentral"
1841100,0,"Roslyn","Palmerston North City","MidCentral"
1841201,2,"Roslyn","Palmerston North City","MidCentral"
1841202,0,"Roslyn","Palmerston North City","MidCentral"
1841300,0,"Roslyn","Palmerston North City","MidCentral"
1841402,0,"Roslyn","Palmerston North City","MidCentral"
1841500,0,"Roslyn","Palmerston North City","MidCentral"
1841600,0,"Roslyn","Palmerston North City","MidCentral"
1841702,0,"Roslyn","Palmerston North City","MidCentral"
1841703,0,"Roslyn","Palmerston North City","MidCentral"
1841704,0,"Roslyn","Palmerston North City","MidCentral"
1841705,0,"Roslyn","Palmerston North City","MidCentral"
1841800,0,"Roslyn","Palmerston North City","MidCentral"
1841900,0,"Roslyn","Palmerston North City","MidCentral"
1842000,0,"Roslyn","Palmerston North City","MidCentral"
1842100,0,"Roslyn","Palmerston North City","MidCentral"
1842200,0,"Roslyn","Palmerston North City","MidCentral"
1842300,0,"Roslyn","Palmerston North City","MidCentral"
1842400,0,"Roslyn","Palmerston North City","MidCentral"
1842500,0,"Roslyn","Palmerston North City","MidCentral"
1842600,0,"Roslyn","Palmerston North City","MidCentral"
1842700,0,"Roslyn","Palmerston North City","MidCentral"
1842800,0,"Roslyn","Palmerston North City","MidCentral"
1842901,0,"Roslyn","Palmerston North City","MidCentral"
1843100,0,"Roslyn","Palmerston North City","MidCentral"
1843200,0,"Roslyn","Palmerston North City","MidCentral"
1843301,0,"Roslyn","Palmerston North City","MidCentral"
1843400,0,"Roslyn","Palmerston North City","MidCentral"
1843500,0,"Roslyn","Palmerston North City","MidCentral"
1843600,0,"Roslyn","Palmerston North City","MidCentral"
1843700,0,"Roslyn","Palmerston North City","MidCentral"
1843800,0,"Roslyn","Palmerston North City","MidCentral"
1843901,0,"Roslyn","Palmerston North City","MidCentral"
1844000,0,"Roslyn","Palmerston North City","MidCentral"
1844201,0,"Roslyn","Palmerston North City","MidCentral"
1844300,0,"Roslyn","Palmerston North City","MidCentral"
1844400,0,"Roslyn","Palmerston North City","MidCentral"
1844700,0,"Roslyn","Palmerston North City","MidCentral"
1844800,0,"Roslyn","Palmerston North City","MidCentral"
1844900,1,"Roslyn","Palmerston North City","MidCentral"
1845001,0,"Roslyn","Palmerston North City","MidCentral"
1845002,0,"Roslyn","Palmerston North City","MidCentral"
1845200,0,"Terrace End","Palmerston North City","MidCentral"
1845500,0,"Terrace End","Palmerston North City","MidCentral"
1845700,0,"Terrace End","Palmerston North City","MidCentral"
1846100,0,"Terrace End","Palmerston North City","MidCentral"
1846200,0,"Terrace End","Palmerston North City","MidCentral"
1846300,0,"Terrace End","Palmerston North City","MidCentral"
1846400,0,"Terrace End","Palmerston North City","MidCentral"
1846500,0,"Terrace End","Palmerston North City","MidCentral"
1846600,0,"Terrace End","Palmerston North City","MidCentral"
1846700,0,"Terrace End","Palmerston North City","MidCentral"
1846801,0,"Terrace End","Palmerston North City","MidCentral"
1846803,0,"Terrace End","Palmerston North City","MidCentral"
1847000,0,"Terrace End","Palmerston North City","MidCentral"
