"MeshBlock","Count","AreaUnit","TerritorialAuthority","DHB"
1847200,0,"Terrace End","Palmerston North City","MidCentral"
1847300,0,"Terrace End","Palmerston North City","MidCentral"
1847400,0,"Terrace End","Palmerston North City","MidCentral"
1847500,0,"Terrace End","Palmerston North City","MidCentral"
1847600,0,"Terrace End","Palmerston North City","MidCentral"
1847700,1,"Hokowhitu East","Palmerston North City","MidCentral"
1847801,0,"Hokowhitu East","Palmerston North City","MidCentral"
1847900,0,"Hokowhitu East","Palmerston North City","MidCentral"
1848000,0,"Hokowhitu East","Palmerston North City","MidCentral"
1848100,0,"Hokowhitu East","Palmerston North City","MidCentral"
1848200,0,"Hokowhitu East","Palmerston North City","MidCentral"
1848300,0,"Hokowhitu East","Palmerston North City","MidCentral"
1848400,0,"Hokowhitu East","Palmerston North City","MidCentral"
1848500,0,"Hokowhitu East","Palmerston North City","MidCentral"
1848600,1,"Hokowhitu East","Palmerston North City","MidCentral"
1848700,0,"Hokowhitu East","Palmerston North City","MidCentral"
1848800,0,"Hokowhitu East","Palmerston North City","MidCentral"
1848900,0,"Hokowhitu East","Palmerston North City","MidCentral"
1849000,0,"Hokowhitu East","Palmerston North City","MidCentral"
1849100,0,"Hokowhitu East","Palmerston North City","MidCentral"
1849400,1,"Hokowhitu East","Palmerston North City","MidCentral"
1849700,0,"Hokowhitu East","Palmerston North City","MidCentral"
1849902,0,"Hokowhitu East","Palmerston North City","MidCentral"
1850200,0,"Hokowhitu East","Palmerston North City","MidCentral"
1850300,0,"Hokowhitu East","Palmerston North City","MidCentral"
1850400,1,"Hokowhitu East","Palmerston North City","MidCentral"
1850500,1,"Hokowhitu East","Palmerston North City","MidCentral"
1850600,0,"Hokowhitu East","Palmerston North City","MidCentral"
1850700,0,"Hokowhitu East","Palmerston North City","MidCentral"
1850800,0,"Hokowhitu East","Palmerston North City","MidCentral"
1850900,0,"Hokowhitu East","Palmerston North City","MidCentral"
1851100,0,"Hokowhitu East","Palmerston North City","MidCentral"
1851200,0,"Hokowhitu East","Palmerston North City","MidCentral"
1851300,0,"Hokowhitu East","Palmerston North City","MidCentral"
1851400,0,"Hokowhitu East","Palmerston North City","MidCentral"
1851601,0,"Hokowhitu East","Palmerston North City","MidCentral"
1851603,0,"Hokowhitu East","Palmerston North City","MidCentral"
1851604,0,"Hokowhitu East","Palmerston North City","MidCentral"
1851703,0,"Hokowhitu East","Palmerston North City","MidCentral"
1851800,0,"Hokowhitu East","Palmerston North City","MidCentral"
1851900,0,"Hokowhitu East","Palmerston North City","MidCentral"
1852000,0,"Opiki","Horowhenua District","MidCentral"
1852200,0,"Opiki","Horowhenua District","MidCentral"
1852300,0,"Opiki","Horowhenua District","MidCentral"
1852400,0,"Tokomaru","Horowhenua District","MidCentral"
1852600,0,"Opiki","Horowhenua District","MidCentral"
1852700,0,"Opiki","Horowhenua District","MidCentral"
1852800,0,"Opiki","Horowhenua District","MidCentral"
1853100,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1853201,0,"Tokomaru","Horowhenua District","MidCentral"
1853202,0,"Tokomaru","Horowhenua District","MidCentral"
1853203,0,"Tokomaru","Horowhenua District","MidCentral"
1853300,0,"Tokomaru","Horowhenua District","MidCentral"
1853400,0,"Opiki","Horowhenua District","MidCentral"
1853600,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1853700,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1853800,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1853900,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1854000,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1854200,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1854400,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1854901,1,"Mangaore-Manakau","Horowhenua District","MidCentral"
1855100,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1855301,0,"Lake Horowhenua","Horowhenua District","MidCentral"
1855400,0,"Lake Horowhenua","Horowhenua District","MidCentral"
1855500,0,"Lake Horowhenua","Horowhenua District","MidCentral"
1855600,0,"Lake Horowhenua","Horowhenua District","MidCentral"
1855700,0,"Lake Horowhenua","Horowhenua District","MidCentral"
1855800,0,"Lake Horowhenua","Horowhenua District","MidCentral"
1856103,0,"Lake Horowhenua","Horowhenua District","MidCentral"
1856300,0,"Kohitere","Horowhenua District","MidCentral"
1856400,0,"Kohitere","Horowhenua District","MidCentral"
1856500,0,"Kohitere","Horowhenua District","MidCentral"
1856600,0,"Kohitere","Horowhenua District","MidCentral"
1856700,0,"Kohitere","Horowhenua District","MidCentral"
1856902,0,"Kohitere","Horowhenua District","MidCentral"
1856903,0,"Kohitere","Horowhenua District","MidCentral"
1856905,0,"Kohitere","Horowhenua District","MidCentral"
1856907,0,"Kohitere","Horowhenua District","MidCentral"
1857000,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1857100,1,"Mangaore-Manakau","Horowhenua District","MidCentral"
1857400,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1857600,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1857703,0,"Waiopehu","Horowhenua District","MidCentral"
1858000,0,"Waiopehu","Horowhenua District","MidCentral"
1858100,0,"Waiopehu","Horowhenua District","MidCentral"
1858201,0,"Waiopehu","Horowhenua District","MidCentral"
1858202,0,"Waiopehu","Horowhenua District","MidCentral"
1858203,0,"Waiopehu","Horowhenua District","MidCentral"
1858204,0,"Waiopehu","Horowhenua District","MidCentral"
1858300,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1858402,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1858700,0,"Waiopehu","Horowhenua District","MidCentral"
1858800,0,"Waiopehu","Horowhenua District","MidCentral"
1858901,0,"Waiopehu","Horowhenua District","MidCentral"
1858902,0,"Waiopehu","Horowhenua District","MidCentral"
1859001,0,"Waiopehu","Horowhenua District","MidCentral"
1859002,1,"Waiopehu","Horowhenua District","MidCentral"
1859004,0,"Waiopehu","Horowhenua District","MidCentral"
1859005,0,"Waiopehu","Horowhenua District","MidCentral"
1859401,0,"Mangaore-Manakau","Horowhenua District","MidCentral"
1859500,0,"Waitarere","Horowhenua District","MidCentral"
1859601,0,"Waitarere","Horowhenua District","MidCentral"
1859602,0,"Waitarere","Horowhenua District","MidCentral"
1859901,0,"Waitarere","Horowhenua District","MidCentral"
1859902,0,"Waitarere","Horowhenua District","MidCentral"
1859903,0,"Waitarere","Horowhenua District","MidCentral"
1860002,0,"Waitarere","Horowhenua District","MidCentral"
1860003,0,"Waitarere","Horowhenua District","MidCentral"
1860005,0,"Waitarere","Horowhenua District","MidCentral"
1860100,2,"Waitarere","Horowhenua District","MidCentral"
1860200,0,"Shannon","Horowhenua District","MidCentral"
1860400,0,"Shannon","Horowhenua District","MidCentral"
1860500,0,"Shannon","Horowhenua District","MidCentral"
1860700,0,"Shannon","Horowhenua District","MidCentral"
1860800,0,"Shannon","Horowhenua District","MidCentral"
1861000,0,"Shannon","Horowhenua District","MidCentral"
1861100,0,"Shannon","Horowhenua District","MidCentral"
1861300,0,"Shannon","Horowhenua District","MidCentral"
1861400,0,"Shannon","Horowhenua District","MidCentral"
1861600,0,"Shannon","Horowhenua District","MidCentral"
1861700,0,"Shannon","Horowhenua District","MidCentral"
1861800,0,"Shannon","Horowhenua District","MidCentral"
1862000,0,"Levin East","Horowhenua District","MidCentral"
1862200,0,"Levin East","Horowhenua District","MidCentral"
1862303,0,"Levin East","Horowhenua District","MidCentral"
1862304,1,"Levin East","Horowhenua District","MidCentral"
1862305,0,"Levin East","Horowhenua District","MidCentral"
1862307,0,"Levin East","Horowhenua District","MidCentral"
1862308,0,"Levin East","Horowhenua District","MidCentral"
1862500,0,"Levin North","Horowhenua District","MidCentral"
1862601,1,"Levin North","Horowhenua District","MidCentral"
1862700,0,"Levin North","Horowhenua District","MidCentral"
1862800,0,"Levin East","Horowhenua District","MidCentral"
1862900,0,"Levin North","Horowhenua District","MidCentral"
1863100,0,"Levin North","Horowhenua District","MidCentral"
1863200,1,"Levin North","Horowhenua District","MidCentral"
1863300,0,"Levin North","Horowhenua District","MidCentral"
1863500,0,"Levin North","Horowhenua District","MidCentral"
1863600,0,"Levin North","Horowhenua District","MidCentral"
1863700,0,"Levin North","Horowhenua District","MidCentral"
1863800,0,"Levin North","Horowhenua District","MidCentral"
1863900,0,"Levin North","Horowhenua District","MidCentral"
1864000,0,"Levin North","Horowhenua District","MidCentral"
1864100,0,"Levin North","Horowhenua District","MidCentral"
1864300,0,"Levin North","Horowhenua District","MidCentral"
1864400,4,"Levin North","Horowhenua District","MidCentral"
1864500,0,"Levin North","Horowhenua District","MidCentral"
1864600,0,"Levin North","Horowhenua District","MidCentral"
1864700,0,"Levin North","Horowhenua District","MidCentral"
1864800,0,"Levin North","Horowhenua District","MidCentral"
1864900,0,"Levin North","Horowhenua District","MidCentral"
1865100,0,"Levin East","Horowhenua District","MidCentral"
1865200,1,"Levin East","Horowhenua District","MidCentral"
1865301,0,"Levin East","Horowhenua District","MidCentral"
1865302,0,"Levin East","Horowhenua District","MidCentral"
1865303,0,"Levin East","Horowhenua District","MidCentral"
1865304,0,"Levin East","Horowhenua District","MidCentral"
1865400,0,"Levin North","Horowhenua District","MidCentral"
1865500,0,"Levin North","Horowhenua District","MidCentral"
1865600,0,"Levin East","Horowhenua District","MidCentral"
1865803,0,"Levin East","Horowhenua District","MidCentral"
1865902,0,"Levin East","Horowhenua District","MidCentral"
1865903,0,"Levin East","Horowhenua District","MidCentral"
1866000,1,"Levin East","Horowhenua District","MidCentral"
1866100,0,"Levin East","Horowhenua District","MidCentral"
1866300,1,"Levin East","Horowhenua District","MidCentral"
1866400,0,"Levin East","Horowhenua District","MidCentral"
1866500,0,"Levin East","Horowhenua District","MidCentral"
1866600,0,"Levin East","Horowhenua District","MidCentral"
1866700,0,"Levin East","Horowhenua District","MidCentral"
1866803,0,"Levin East","Horowhenua District","MidCentral"
1866804,0,"Levin East","Horowhenua District","MidCentral"
1866806,0,"Levin East","Horowhenua District","MidCentral"
1866807,0,"Levin East","Horowhenua District","MidCentral"
1866900,1,"Levin East","Horowhenua District","MidCentral"
1867006,0,"Levin East","Horowhenua District","MidCentral"
1867008,0,"Levin East","Horowhenua District","MidCentral"
1867200,1,"Playford Park","Horowhenua District","MidCentral"
1867302,1,"Playford Park","Horowhenua District","MidCentral"
1867501,0,"Levin East","Horowhenua District","MidCentral"
1867600,0,"Levin East","Horowhenua District","MidCentral"
1867703,0,"Levin East","Horowhenua District","MidCentral"
1867800,0,"Playford Park","Horowhenua District","MidCentral"
1867900,0,"Playford Park","Horowhenua District","MidCentral"
1868000,0,"Playford Park","Horowhenua District","MidCentral"
1868100,0,"Playford Park","Horowhenua District","MidCentral"
1868200,0,"Playford Park","Horowhenua District","MidCentral"
1868300,1,"Playford Park","Horowhenua District","MidCentral"
1868401,0,"Playford Park","Horowhenua District","MidCentral"
1868402,0,"Playford Park","Horowhenua District","MidCentral"
1868500,1,"Playford Park","Horowhenua District","MidCentral"
1868700,0,"Playford Park","Horowhenua District","MidCentral"
1868800,1,"Playford Park","Horowhenua District","MidCentral"
1869000,0,"Playford Park","Horowhenua District","MidCentral"
1869100,0,"Playford Park","Horowhenua District","MidCentral"
1869200,0,"Playford Park","Horowhenua District","MidCentral"
1869300,0,"Playford Park","Horowhenua District","MidCentral"
1869401,0,"Levin West","Horowhenua District","MidCentral"
1869600,0,"Levin West","Horowhenua District","MidCentral"
1869700,0,"Levin West","Horowhenua District","MidCentral"
1869800,1,"Playford Park","Horowhenua District","MidCentral"
1869900,0,"Playford Park","Horowhenua District","MidCentral"
1870000,0,"Levin West","Horowhenua District","MidCentral"
1870100,0,"Levin West","Horowhenua District","MidCentral"
1870200,0,"Playford Park","Horowhenua District","MidCentral"
1870400,0,"Playford Park","Horowhenua District","MidCentral"
1870500,0,"Playford Park","Horowhenua District","MidCentral"
1870600,1,"Levin West","Horowhenua District","MidCentral"
1870700,0,"Playford Park","Horowhenua District","MidCentral"
1870800,2,"Playford Park","Horowhenua District","MidCentral"
1870900,2,"Playford Park","Horowhenua District","MidCentral"
1871003,0,"Levin West","Horowhenua District","MidCentral"
1871004,0,"Levin West","Horowhenua District","MidCentral"
1871005,0,"Levin North","Horowhenua District","MidCentral"
1871101,0,"Levin North","Horowhenua District","MidCentral"
1871102,0,"Levin North","Horowhenua District","MidCentral"
1871200,0,"Levin West","Horowhenua District","MidCentral"
1871300,0,"Levin West","Horowhenua District","MidCentral"
1871400,0,"Levin West","Horowhenua District","MidCentral"
1871500,1,"Levin West","Horowhenua District","MidCentral"
1871600,0,"Levin West","Horowhenua District","MidCentral"
1871700,0,"Levin West","Horowhenua District","MidCentral"
1872000,0,"Levin West","Horowhenua District","MidCentral"
1872200,0,"Levin West","Horowhenua District","MidCentral"
1872300,0,"Levin South","Horowhenua District","MidCentral"
1872400,1,"Levin South","Horowhenua District","MidCentral"
1872500,0,"Levin South","Horowhenua District","MidCentral"
1872602,0,"Levin South","Horowhenua District","MidCentral"
1872701,1,"Levin South","Horowhenua District","MidCentral"
1872703,1,"Levin South","Horowhenua District","MidCentral"
1872705,1,"Levin South","Horowhenua District","MidCentral"
1872706,0,"Levin South","Horowhenua District","MidCentral"
1872800,1,"Levin South","Horowhenua District","MidCentral"
1872901,0,"Levin South","Horowhenua District","MidCentral"
1872902,0,"Levin South","Horowhenua District","MidCentral"
1872904,0,"Levin South","Horowhenua District","MidCentral"
1873001,1,"Levin South","Horowhenua District","MidCentral"
1873003,1,"Levin South","Horowhenua District","MidCentral"
1873004,0,"Levin South","Horowhenua District","MidCentral"
1873005,0,"Levin South","Horowhenua District","MidCentral"
1873100,2,"Levin South","Horowhenua District","MidCentral"
1873200,0,"Levin South","Horowhenua District","MidCentral"
1873300,0,"Levin West","Horowhenua District","MidCentral"
1873400,2,"Levin West","Horowhenua District","MidCentral"
1873500,1,"Levin West","Horowhenua District","MidCentral"
1873600,1,"Levin West","Horowhenua District","MidCentral"
1873700,0,"Levin West","Horowhenua District","MidCentral"
1873800,0,"Levin West","Horowhenua District","MidCentral"
1873900,0,"Levin West","Horowhenua District","MidCentral"
1874000,0,"Levin West","Horowhenua District","MidCentral"
1874100,0,"Levin West","Horowhenua District","MidCentral"
1874202,0,"Waikanae Beach","Kapiti Coast District","Capital and Coast"
1874203,0,"Waikanae Beach","Kapiti Coast District","Capital and Coast"
1874204,0,"Waikanae Beach","Kapiti Coast District","Capital and Coast"
1874205,0,"Waikanae Beach","Kapiti Coast District","Capital and Coast"
1874300,0,"Waikanae Beach","Kapiti Coast District","Capital and Coast"
